"event","time","replicate","compartment","state","abundance"
"null_2",322,4,"cytoplasmic","unprocessed",44.9305
"null_2",322,4,"cytoplasmic","processed",6871.401
"null_2",322,5,"nuclear","unprocessed",1195.8587
"null_2",322,5,"nuclear","processed",5817.3508
"null_2",322,5,"cytoplasmic","unprocessed",51.9756
"null_2",322,5,"cytoplasmic","processed",7462.605
"null_2",332,1,"nuclear","unprocessed",1136.4638
"null_2",332,1,"nuclear","processed",5986.9174
"null_2",332,1,"cytoplasmic","unprocessed",59.586
"null_2",332,1,"cytoplasmic","processed",7702.7929
"null_2",332,2,"nuclear","unprocessed",989.0807
"null_2",332,2,"nuclear","processed",6646.6344
"null_2",332,2,"cytoplasmic","unprocessed",41.5581
"null_2",332,2,"cytoplasmic","processed",7068.9732
"null_2",332,3,"nuclear","unprocessed",977.7686
"null_2",332,3,"nuclear","processed",6361.2425
"null_2",332,3,"cytoplasmic","unprocessed",64.6081
"null_2",332,3,"cytoplasmic","processed",6527.3726
"null_2",332,4,"nuclear","unprocessed",1002.8244
"null_2",332,4,"nuclear","processed",6069.7881
"null_2",332,4,"cytoplasmic","unprocessed",45.6612
"null_2",332,4,"cytoplasmic","processed",6419.6645
"null_2",332,5,"nuclear","unprocessed",1164.3515
"null_2",332,5,"nuclear","processed",6177.1461
"null_2",332,5,"cytoplasmic","unprocessed",52.9179
"null_2",332,5,"cytoplasmic","processed",6830.8273
"null_2",342,1,"nuclear","unprocessed",286.3913
"null_2",342,1,"nuclear","processed",5681.2786
"null_2",342,1,"cytoplasmic","unprocessed",32.6126
"null_2",342,1,"cytoplasmic","processed",7537.4793
"null_2",342,2,"nuclear","unprocessed",199.5977
"null_2",342,2,"nuclear","processed",5134.8872
"null_2",342,2,"cytoplasmic","unprocessed",25.2625
"null_2",342,2,"cytoplasmic","processed",7377.652
"null_2",342,3,"nuclear","unprocessed",248.3106
"null_2",342,3,"nuclear","processed",5860.3867
"null_2",342,3,"cytoplasmic","unprocessed",31.5606
"null_2",342,3,"cytoplasmic","processed",6769.351
"null_2",342,4,"nuclear","unprocessed",202.9308
"null_2",342,4,"nuclear","processed",6246.0732
"null_2",342,4,"cytoplasmic","unprocessed",26.7797
"null_2",342,4,"cytoplasmic","processed",6784.7605
"null_2",342,5,"nuclear","unprocessed",270.5008
"null_2",342,5,"nuclear","processed",6064.6126
"null_2",342,5,"cytoplasmic","unprocessed",31.5112
"null_2",342,5,"cytoplasmic","processed",7751.5802
"null_2",352,1,"nuclear","unprocessed",68.0727
"null_2",352,1,"nuclear","processed",5335.8613
"null_2",352,1,"cytoplasmic","unprocessed",14.2687
"null_2",352,1,"cytoplasmic","processed",6980.3797
"null_2",352,2,"nuclear","unprocessed",38.4386
"null_2",352,2,"nuclear","processed",4227.36
"null_2",352,2,"cytoplasmic","unprocessed",9.8019
"null_2",352,2,"cytoplasmic","processed",6705.5962
"null_2",352,3,"nuclear","unprocessed",53.6478
"null_2",352,3,"nuclear","processed",5236.4339
"null_2",352,3,"cytoplasmic","unprocessed",13.9627
"null_2",352,3,"cytoplasmic","processed",6120.9838
"null_2",352,4,"nuclear","unprocessed",39.1292
"null_2",352,4,"nuclear","processed",4039.0428
"null_2",352,4,"cytoplasmic","unprocessed",10.4822
"null_2",352,4,"cytoplasmic","processed",6743.3649
"null_2",352,5,"nuclear","unprocessed",73.4357
"null_2",352,5,"nuclear","processed",4433.3169
"null_2",352,5,"cytoplasmic","unprocessed",12.9791
"null_2",352,5,"cytoplasmic","processed",6646.503
"null_2",362,1,"nuclear","unprocessed",13.4296
"null_2",362,1,"nuclear","processed",3519.1925
"null_2",362,1,"cytoplasmic","unprocessed",4.7703
"null_2",362,1,"cytoplasmic","processed",7012.3654
"null_2",362,2,"nuclear","unprocessed",7.7776
"null_2",362,2,"nuclear","processed",3536.4494
"null_2",362,2,"cytoplasmic","unprocessed",2.6484
"null_2",362,2,"cytoplasmic","processed",6788.9115
"null_2",362,3,"nuclear","unprocessed",11.7688
"null_2",362,3,"nuclear","processed",4300.1941
"null_2",362,3,"cytoplasmic","unprocessed",3.968
"null_2",362,3,"cytoplasmic","processed",5843.2637
"null_2",362,4,"nuclear","unprocessed",8.1293
"null_2",362,4,"nuclear","processed",3775.8193
"null_2",362,4,"cytoplasmic","unprocessed",2.9311
"null_2",362,4,"cytoplasmic","processed",6124.3728
"null_2",362,5,"nuclear","unprocessed",17.5119
"null_2",362,5,"nuclear","processed",3465.1652
"null_2",362,5,"cytoplasmic","unprocessed",4.1688
"null_2",362,5,"cytoplasmic","processed",6265.8637
"null_3",322,1,"nuclear","unprocessed",256.4034
"null_3",322,1,"nuclear","processed",5053.2626
"null_3",322,1,"cytoplasmic","unprocessed",19.5836
"null_3",322,1,"cytoplasmic","processed",215.0884
"null_3",322,2,"nuclear","unprocessed",261.3532
"null_3",322,2,"nuclear","processed",5181.1886
"null_3",322,2,"cytoplasmic","unprocessed",24.2624
"null_3",322,2,"cytoplasmic","processed",239.7715
"null_3",322,3,"nuclear","unprocessed",261.8554
"null_3",322,3,"nuclear","processed",5307.4839
"null_3",322,3,"cytoplasmic","unprocessed",22.0913
"null_3",322,3,"cytoplasmic","processed",237.0507
"null_3",322,4,"nuclear","unprocessed",269.488
"null_3",322,4,"nuclear","processed",4997.5838
"null_3",322,4,"cytoplasmic","unprocessed",17.8249
"null_3",322,4,"cytoplasmic","processed",213.1294
"null_3",322,5,"nuclear","unprocessed",272.4123
"null_3",322,5,"nuclear","processed",5381.0601
"null_3",322,5,"cytoplasmic","unprocessed",24.1214
"null_3",322,5,"cytoplasmic","processed",200.4011
"null_3",332,1,"nuclear","unprocessed",273.4556
"null_3",332,1,"nuclear","processed",5116.7569
"null_3",332,1,"cytoplasmic","unprocessed",20.1274
"null_3",332,1,"cytoplasmic","processed",222.964
"null_3",332,2,"nuclear","unprocessed",246.0267
"null_3",332,2,"nuclear","processed",5223.7246
"null_3",332,2,"cytoplasmic","unprocessed",22.7413
"null_3",332,2,"cytoplasmic","processed",237.8158
"null_3",332,3,"nuclear","unprocessed",244.1891
"null_3",332,3,"nuclear","processed",4799.0012
"null_3",332,3,"cytoplasmic","unprocessed",23.6232
"null_3",332,3,"cytoplasmic","processed",229.3099
"null_3",332,4,"nuclear","unprocessed",272.76
"null_3",332,4,"nuclear","processed",5694.2796
"null_3",332,4,"cytoplasmic","unprocessed",18.17
"null_3",332,4,"cytoplasmic","processed",219.6812
"null_3",332,5,"nuclear","unprocessed",255.7831
"null_3",332,5,"nuclear","processed",5436.5112
"null_3",332,5,"cytoplasmic","unprocessed",24.812
"null_3",332,5,"cytoplasmic","processed",217.0351
"null_3",342,1,"nuclear","unprocessed",25.6984
"null_3",342,1,"nuclear","processed",4947.621
"null_3",342,1,"cytoplasmic","unprocessed",3.0786
"null_3",342,1,"cytoplasmic","processed",225.6387
"null_3",342,2,"nuclear","unprocessed",19.5424
"null_3",342,2,"nuclear","processed",5232.8791
"null_3",342,2,"cytoplasmic","unprocessed",3.0686
"null_3",342,2,"cytoplasmic","processed",223.195
"null_3",342,3,"nuclear","unprocessed",23.2343
"null_3",342,3,"nuclear","processed",5142.4762
"null_3",342,3,"cytoplasmic","unprocessed",2.8255
"null_3",342,3,"cytoplasmic","processed",229.9482
"null_3",342,4,"nuclear","unprocessed",31.3466
"null_3",342,4,"nuclear","processed",5810.1559
"null_3",342,4,"cytoplasmic","unprocessed",3.199
"null_3",342,4,"cytoplasmic","processed",215.9316
"null_3",342,5,"nuclear","unprocessed",28.2692
"null_3",342,5,"nuclear","processed",5650.3806
"null_3",342,5,"cytoplasmic","unprocessed",3.5272
"null_3",342,5,"cytoplasmic","processed",204.3428
"null_3",352,1,"nuclear","unprocessed",2.6633
"null_3",352,1,"nuclear","processed",4762.8689
"null_3",352,1,"cytoplasmic","unprocessed",0.2848
"null_3",352,1,"cytoplasmic","processed",209.1057
"null_3",352,2,"nuclear","unprocessed",1.628
"null_3",352,2,"nuclear","processed",4762.941
"null_3",352,2,"cytoplasmic","unprocessed",0.2686
"null_3",352,2,"cytoplasmic","processed",230.2345
"null_3",352,3,"nuclear","unprocessed",2.1181
"null_3",352,3,"nuclear","processed",4820.074
"null_3",352,3,"cytoplasmic","unprocessed",0.2893
"null_3",352,3,"cytoplasmic","processed",215.3196
"null_3",352,4,"nuclear","unprocessed",3.0693
"null_3",352,4,"nuclear","processed",5113.84
"null_3",352,4,"cytoplasmic","unprocessed",0.2908
"null_3",352,4,"cytoplasmic","processed",204.9018
"null_3",352,5,"nuclear","unprocessed",2.537
"null_3",352,5,"nuclear","processed",5119.1635
"null_3",352,5,"cytoplasmic","unprocessed",0.3686
"null_3",352,5,"cytoplasmic","processed",203.16
"null_3",362,1,"nuclear","unprocessed",0.2552
"null_3",362,1,"nuclear","processed",4434.8887
"null_3",362,1,"cytoplasmic","unprocessed",0.033
"null_3",362,1,"cytoplasmic","processed",197.7936
"null_3",362,2,"nuclear","unprocessed",0.1576
"null_3",362,2,"nuclear","processed",4367.9289
"null_3",362,2,"cytoplasmic","unprocessed",0.0236
"null_3",362,2,"cytoplasmic","processed",208.0487
"null_3",362,3,"nuclear","unprocessed",0.1709
"null_3",362,3,"nuclear","processed",4264.932
"null_3",362,3,"cytoplasmic","unprocessed",0.0225
"null_3",362,3,"cytoplasmic","processed",204.0722
"null_3",362,4,"nuclear","unprocessed",0.3082
"null_3",362,4,"nuclear","processed",4725.651
"null_3",362,4,"cytoplasmic","unprocessed",0.0339
"null_3",362,4,"cytoplasmic","processed",188.6508
"null_3",362,5,"nuclear","unprocessed",0.2723
"null_3",362,5,"nuclear","processed",4705.0082
"null_3",362,5,"cytoplasmic","unprocessed",0.0372
"null_3",362,5,"cytoplasmic","processed",180.9293
"null_4",322,1,"nuclear","unprocessed",487.9101
"null_4",322,1,"nuclear","processed",3021.8031
"null_4",322,1,"cytoplasmic","unprocessed",32.7096
"null_4",322,1,"cytoplasmic","processed",925.314
"null_4",322,2,"nuclear","unprocessed",547.9882
"null_4",322,2,"nuclear","processed",3245.0162
"null_4",322,2,"cytoplasmic","unprocessed",35.3641
"null_4",322,2,"cytoplasmic","processed",924.555
"null_4",322,3,"nuclear","unprocessed",471.2661
"null_4",322,3,"nuclear","processed",3694.7174
"null_4",322,3,"cytoplasmic","unprocessed",33.8666
"null_4",322,3,"cytoplasmic","processed",997.2599
"null_4",322,4,"nuclear","unprocessed",471.8795
"null_4",322,4,"nuclear","processed",3692.1576
"null_4",322,4,"cytoplasmic","unprocessed",43.1563
"null_4",322,4,"cytoplasmic","processed",872.3431
"null_4",322,5,"nuclear","unprocessed",443.2357
"null_4",322,5,"nuclear","processed",3602.2509
"null_4",322,5,"cytoplasmic","unprocessed",35.919
"null_4",322,5,"cytoplasmic","processed",1017.9769
"null_4",332,1,"nuclear","unprocessed",455.7522
"null_4",332,1,"nuclear","processed",3026.8068
"null_4",332,1,"cytoplasmic","unprocessed",34.7367
"null_4",332,1,"cytoplasmic","processed",938.6989
"null_4",332,2,"nuclear","unprocessed",514.1144
"null_4",332,2,"nuclear","processed",3189.6247
"null_4",332,2,"cytoplasmic","unprocessed",34.6101
"null_4",332,2,"cytoplasmic","processed",937.2811
"null_4",332,3,"nuclear","unprocessed",478.1071
"null_4",332,3,"nuclear","processed",3804.1929
"null_4",332,3,"cytoplasmic","unprocessed",31.2942
"null_4",332,3,"cytoplasmic","processed",1123.5621
"null_4",332,4,"nuclear","unprocessed",540.4769
"null_4",332,4,"nuclear","processed",3387.9547
"null_4",332,4,"cytoplasmic","unprocessed",42.1814
"null_4",332,4,"cytoplasmic","processed",856.4715
"null_4",332,5,"nuclear","unprocessed",545.6722
"null_4",332,5,"nuclear","processed",3518.7385
"null_4",332,5,"cytoplasmic","unprocessed",37.0635
"null_4",332,5,"cytoplasmic","processed",1041.4738
"null_4",342,1,"nuclear","unprocessed",60.574
"null_4",342,1,"nuclear","processed",2832.2527
"null_4",342,1,"cytoplasmic","unprocessed",20.722
"null_4",342,1,"cytoplasmic","processed",810.5971
"null_4",342,2,"nuclear","unprocessed",78.9352
"null_4",342,2,"nuclear","processed",3078.1831
"null_4",342,2,"cytoplasmic","unprocessed",18.9356
"null_4",342,2,"cytoplasmic","processed",885.784
"null_4",342,3,"nuclear","unprocessed",74.0771
"null_4",342,3,"nuclear","processed",3280.5621
"null_4",342,3,"cytoplasmic","unprocessed",17.0382
"null_4",342,3,"cytoplasmic","processed",959.2243
"null_4",342,4,"nuclear","unprocessed",86.9969
"null_4",342,4,"nuclear","processed",3023.148
"null_4",342,4,"cytoplasmic","unprocessed",24.1969
"null_4",342,4,"cytoplasmic","processed",854.632
"null_4",342,5,"nuclear","unprocessed",73.3745
"null_4",342,5,"nuclear","processed",2604.8879
"null_4",342,5,"cytoplasmic","unprocessed",21.3898
"null_4",342,5,"cytoplasmic","processed",979.0365
"null_4",352,1,"nuclear","unprocessed",8.4989
"null_4",352,1,"nuclear","processed",2255.2925
"null_4",352,1,"cytoplasmic","unprocessed",7.1403
"null_4",352,1,"cytoplasmic","processed",817.3271
"null_4",352,2,"nuclear","unprocessed",12.5684
"null_4",352,2,"nuclear","processed",2301.9044
"null_4",352,2,"cytoplasmic","unprocessed",7.6755
"null_4",352,2,"cytoplasmic","processed",747.4299
"null_4",352,3,"nuclear","unprocessed",10.4967
"null_4",352,3,"nuclear","processed",2690.8929
"null_4",352,3,"cytoplasmic","unprocessed",7.2194
"null_4",352,3,"cytoplasmic","processed",856.704
"null_4",352,4,"nuclear","unprocessed",11.5823
"null_4",352,4,"nuclear","processed",2498.5389
"null_4",352,4,"cytoplasmic","unprocessed",9.8843
"null_4",352,4,"cytoplasmic","processed",789.0075
"null_4",352,5,"nuclear","unprocessed",11.1279
"null_4",352,5,"nuclear","processed",2251.3681
"null_4",352,5,"cytoplasmic","unprocessed",8.4816
"null_4",352,5,"cytoplasmic","processed",945.629
"null_4",362,1,"nuclear","unprocessed",1.2314
"null_4",362,1,"nuclear","processed",1584.2688
"null_4",362,1,"cytoplasmic","unprocessed",2.5537
"null_4",362,1,"cytoplasmic","processed",601.5176
"null_4",362,2,"nuclear","unprocessed",2.0061
"null_4",362,2,"nuclear","processed",1623.3613
"null_4",362,2,"cytoplasmic","unprocessed",3.0044
"null_4",362,2,"cytoplasmic","processed",644.3485
"null_4",362,3,"nuclear","unprocessed",1.3169
"null_4",362,3,"nuclear","processed",2033.6533
"null_4",362,3,"cytoplasmic","unprocessed",2.2493
"null_4",362,3,"cytoplasmic","processed",727.4139
"null_4",362,4,"nuclear","unprocessed",2.0176
"null_4",362,4,"nuclear","processed",1952.9944
"null_4",362,4,"cytoplasmic","unprocessed",3.8736
"null_4",362,4,"cytoplasmic","processed",613.2667
"null_4",362,5,"nuclear","unprocessed",1.7822
"null_4",362,5,"nuclear","processed",1730.6386
"null_4",362,5,"cytoplasmic","unprocessed",2.7556
"null_4",362,5,"cytoplasmic","processed",742.668
